step,success_rate
253952,0.0078125
507904,0.0
761856,0.0078125
1015808,0.00390625
1269760,0.0
1523712,0.00390625
1777664,0.00390625
2031616,0.00390625
2285568,0.00390625
2539520,0.00390625
2793472,0.0
3047424,0.00390625
3301376,0.015625
3555328,0.01171875
3809280,0.01171875
4063232,0.0078125
4317184,0.0078125
4571136,0.01171875
4825088,0.0
5079040,0.00390625
5332992,0.00390625
5586944,0.0078125
5840896,0.01171875
6094848,0.0
6348800,0.0
6602752,0.01953125
6856704,0.01171875
7110656,0.0078125
7364608,0.0078125
7618560,0.00390625
7872512,0.00390625
8126464,0.00390625
8380416,0.0
8634368,0.00390625
8888320,0.0078125
9142272,0.00390625
9396224,0.0078125
9650176,0.0078125
9904128,0.00390625
10158080,0.0
10412032,0.0
10665984,0.00390625
10919936,0.015625
11173888,0.0078125
11427840,0.0
11681792,0.0234375
11935744,0.015625
12189696,0.00390625
12443648,0.00390625
12697600,0.0078125
12951552,0.0078125
13205504,0.01171875
13459456,0.00390625
13713408,0.0
13967360,0.00390625
14221312,0.015625
14475264,0.0
14729216,0.00390625
14983168,0.0078125
15237120,0.0
15491072,0.0078125
15745024,0.015625
15998976,0.01171875
16252928,0.0
16506880,0.01171875
16760832,0.0078125
17014784,0.00390625
17268736,0.015625
17522688,0.0078125
17776640,0.0078125
18030592,0.0078125
18284544,0.0078125
18538496,0.0078125
18792448,0.0078125
19046400,0.00390625
19300352,0.0078125
19554304,0.01171875
19808256,0.0
20062208,0.00390625
20316160,0.0078125
20570112,0.0078125
20824064,0.01171875
21078016,0.00390625
21331968,0.0
21585920,0.00390625
21839872,0.00390625
22093824,0.00390625
22347776,0.00390625
22601728,0.00390625
22855680,0.0
23109632,0.00390625
23363584,0.0078125
23617536,0.01953125
23871488,0.0
24125440,0.01171875
24379392,0.0078125
24633344,0.015625
24887296,0.01171875
25141248,0.00390625
25395200,0.0078125
25649152,0.0078125
25903104,0.0078125
26157056,0.015625
26411008,0.01171875
26664960,0.015625
26918912,0.00390625
27172864,0.00390625
27426816,0.00390625
27680768,0.01171875
27934720,0.00390625
28188672,0.01171875
28442624,0.0078125
28696576,0.015625
28950528,0.00390625
29204480,0.015625
29458432,0.00390625
29712384,0.00390625
29966336,0.01171875
30220288,0.01171875
30474240,0.01171875
30728192,0.0
30982144,0.0078125
31236096,0.015625
31490048,0.00390625
31744000,0.00390625
31997952,0.0078125
32251904,0.0078125
32505856,0.0
32759808,0.01953125
33013760,0.0078125
33267712,0.00390625
33521664,0.00390625
33775616,0.0078125
34029568,0.0078125
34283520,0.01171875
34537472,0.015625
34791424,0.015625
35045376,0.00390625
35299328,0.0234375
35553280,0.01171875
35807232,0.015625
36061184,0.00390625
36315136,0.00390625
36569088,0.015625
36823040,0.00390625
37076992,0.00390625
37330944,0.0078125
37584896,0.01953125
37838848,0.0
38092800,0.00390625
38346752,0.0
38600704,0.0078125
38854656,0.0078125
39108608,0.00390625
39362560,0.015625
39616512,0.00390625
39870464,0.015625
40124416,0.0078125
40378368,0.01171875
40632320,0.015625
40886272,0.015625
41140224,0.01953125
41394176,0.0078125
41648128,0.0078125
41902080,0.015625
42156032,0.01171875
42409984,0.015625
42663936,0.00390625
42917888,0.0
43171840,0.00390625
43425792,0.01171875
43679744,0.01953125
43933696,0.01171875
44187648,0.01171875
44441600,0.01953125
44695552,0.01171875
44949504,0.0078125
45203456,0.01953125
45457408,0.02734375
45711360,0.01171875
45965312,0.0234375
46219264,0.01171875
46473216,0.01171875
46727168,0.0078125
46981120,0.00390625
47235072,0.01171875
47489024,0.00390625
47742976,0.015625
47996928,0.00390625
48250880,0.015625
48504832,0.01953125
48758784,0.0078125
49012736,0.01171875
49266688,0.00390625
49520640,0.0078125
49774592,0.0
50028544,0.01171875
